project_year,project_id,country_application,country_application_name,country_impact,country_impact_name,orig_country_application,orig_country_application_name,orig_country_impact,orig_country_impact_name,change_comment,project_name,institution,project_location_1,project_location_2,is_deleted,delete_comment,sectors,project_summary,project_details,project_details_other
2015,358,MW,Malawi,MW,Malawi,MW,Malawi,MW,Malawi,,Women and Girls Entrepreneurship Fostering,Maphunziro foundation,Malawi,Malawi,0,,"['Education', 'Environment & Sustainability', 'Science & Technology', 'Health', 'Entrepreneurship & Business']","Girls and women in our catchment area are going to be equipped with knowledge and skills in entrepreneurship e.g. Small loan provision and small scale business management.  The project will be very ‘hands on’, using a mixture of classroom teaching, participation of prominent business people as role models and practice at starting a business. The program will thus, give women and girls skills to develop business ideas and encourage them to take advantage of business opportunities. Animal production, goat and piggery would be our main focus as they reproduce fast hence can easily generate funds for reinvestment. Part of the grant money will be used for provision of small loans, funding trainings in entrepreneurship skills and procurement of some project items like goats, piglets and a maize mill. The maize mill shall enable the project participants to have easy access to feed for livestock and also acquire revenue for funding of other project activities.","By December 2016  The program will impart 80 women and 120 girls with skills to develop business ideas and encouraging them to take advantage of business opportunities, hence being economically independent in their localities._x000D_
","Women make up over half the world’s population as well as that of Malawi. However, in many countries and in Malawi, they are more deprived of their social economic rights. In our catchment area, Both women and men face social economic  challenges like setting up their own businesses and making ends meet but for women the barriers are often greater and harder to overcome. They are often confronted with cultural values which largely favor men as superior and right heirs to family property. This limits women’s access to formal bank accounts, which prevents them from accessing loans or credit. The fact that many women receive limited education, skills training or career guidance only compounds these difficulties. At the same time, perceptions of family responsibility pose a challenge, with patriarchal attitudes restricting women’s responsibilities to domestic and family work, and thus preventing them from acting independently. 

The project will help to equip girls and women who run small RT"
2015,357,FR,France,FR,France,FR,France,FR,France,,Onzurna empower women through fashion,ONZURNA,France,France,0,,"['Education', 'Environment & Sustainability', 'Entrepreneurship & Business']","1 / buy raw materials to launch the first models in the collection 15 000 $_x000D_
2 / remunerate fairly women of the association who will participate sewing our creations. 6000 $_x000D_
_x000D_
3 / Developing a functional website in English and French. 2000$_x000D_
_x000D_
4 / Investing in promotion 1000$_x000D_
_x000D_
5/  Transport costs 1000$","In February 2016, we will start to work and give courses to 30 women in Morocco._x000D_
In September 2016, we will start to work and teach courses about twenty women in Mali.","The sector of the clothing generates incomes but the smalls hand don't benefited it. The majority of the small hands are women but benefit neither from this wealth nor from any evolution and nor work sometimes in disastrous conditions. They are and stay illiterates throughout their career. Because even today, in Morocco a woman on two are illetrate. In Mali illiteracy affects 59 % of the women. Onzurna project aims to give work to marginalized and training in literacy and empowerment through entrepreneurship. 

By offering them a work as well as courses, we will contribute to the elimination of illiteracy and the remuneration will allow them to reach a financial independence, so an emancipation. WT"
2015,356,PK,Pakistan,PK,Pakistan,PK,Pakistan,PK,Pakistan,,Hope for Lemon Goth Area Women and Children,AAB- the need of life,Pakistan,Pakistan,0,,"['Education', 'Health']","This project is an attempt to enhance the lives of the poor families and children, bring peace and stability in the target area. The main aim to provide free and quality education to children especially girls in order to improve their lives so that they can contribute to the economic, social and national development of Pakistan. As well as awareness session with women on their rights and health issues. Improving girls’ access to free quality education in Pakistan is now more than a necessity. Girls especially in our target area are not completing primary and secondary school education for various reasons including negative perceptions, unaffordable fees, sexual abuse, child labour and family poverty._x000D_
Moreover in the past 5 years, sexual abuse of minor girls has become high in the area, young girls from the age as low as 4 to 18 have been assaulted. The Pakistani media, government and police have reported these incidents but no measurable steps have been taken to tackle this problem. The main reason behind such incidents is that girls are not attending schools, due to which most of them are subjected to child labour or roam and play in the streets. Hence falling prey to sexual assault and torture, in most cases girls have died. _x000D_
_x000D_
The Budget will be utilized to increase girls access to education, to admit them in Minerva School. As well as, to increase awareness of women on their health, education and rights. So that they can stand up for themselves. Our basic purpose to take up this project is to promote standard educational system in the target area, with the inclusion of human rights and civil rights subject in the curriculum. So, that in the future, steps can be taken towards women and children fundamental rights to life, education, liberty, and security in Pakistan. As well as increase womens awareness ond omestic violance and rights._x000D_
","We aim for Better Education  for girls in the area. By 2016, we want to end domestic violence by educating the women on their rightsImproved health of Women and Children in the area. Awareness on domestic violence and  Basic Rights of Women_x000D_
","We are solving many issues and problems. Mainly education, providing awareness on viloance and rights,  health in Lemon Goth Area, Gulshan KarachiWA"
2015,353,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,GIVE a GIRL a FUTURE ,Action For Fundamental Change and Development (AFFCAD),Uganda,Uganda,0,,['Entrepreneurship & Business'],"Supported by Project Inspire, AFFCAD will implement the Learn, Earn and Save model through which we expect to directly empower and transform 100 disadvantaged girls and young women aged 16 – 25years in 2016 at Bwaise Youth Employment Centre (BYEC). The model will be achieved through; _x000D_
Learn: All the girls and young women will be enrolled at Bwaise Youth Employment Centre on a four (4) months hands on vocational business skills training in Computer Graphics, art and Design, Electrical Installation and Photography and Video Editing. _x000D_
Earn: During the second month of training at BYEC the girls and young women will be required to seek out clients in the community who need photos, videos, business cards, or they will look for damaged phones, computers, televisions or any electronics that need repair. Coordinated by the girls and young women with support from the project team, the girls will provide the above services and more at an affordable cost. Fifty percent of the income made will be paid to the girls and the rest will go towards maintaining BYEC. This will also continue during their internship after the training and end of project._x000D_
Save: The girls will be encouraged to save 20% of the 50% income earned from the services provided. They will either save with AFFCAD’s Revolving Fund; a youth savings, credit and investment scheme or they will be encouraged to form their own saving groups. _x000D_
More so, the project will provide IT training skills for the beneficiaries on how to strategically use ICT (including Internet, social media, Web 2.0 and mobile technology) to market, expand and sustain their business ventures. _x000D_
As part of the BYEC, all 100 girls and young women will take on a one month entrepreneurial skills and financial literacy training sessions. These will include how to start and manage successful businesses, money handling, wise investments and savings. In addition, the youth will attend sessions on leadership, career guidance and self discovery, soft and hard job skills for career and professional development ('How to Make it in the Contemporary Business World') including how to write a winning CV, self presentation and first impression during job interviews, among others. _x000D_
Also, the BYEC will organize  inspirational and motivational talks to help the girls develop a supportive network, finding suitable role models and creating platforms through which constructive dialogue can take place for them to create and sustain businesses as a means to get out of poverty. At the end of the five months of training, AFFCAD through its business partners in Kawempe and Kampala, will facilitate structured one-month internships for the trainees, after which majority will be employed by the same business outlets before or even after graduation.",By December 2016 we aim to educate 100 girls with our training program. It is expected that 60 girls will find decent jobs and 25 girls will go on to develop small businesses. 10 will pursue further specialized education.),"As it specifically relates to the challenges faced by girls, Kawempe municipality has the highest number of commercial sex spots in Kampala with 61 such spots. Of the2,148 female sex workers in Kampala, 787 of these girls are in Kawempe municipality in the Kimombasa area found in Bwaise (Daily monitor,  1,October2013). Bwaise is the poorest, most densely populated slum in Kampala with a population of 90,000 people and has all the problems associated  with such areas. Eight-two percent of people are surviving with less than $2 USD a day and literacy is very low, with more than 50% of residents having not attended primary school. Without opportunities such as access to education, many adolescent girls in Bwaise slum as young as13 years of age have resorted to street life, drug abuse and commercial sex work as a means of employment and survival, which puts them at a greater risk of getting  HIV and growing up at the edge of the society.AA"
2015,352,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,Valueing Women's Efforts,Joint University Community Initiative,Uganda,Uganda,0,,['Entrepreneurship & Business'],"Training,buying equipments_x000D_
buying resources (materials to be used)",pro-poor areas not defining the Equitable development among the women achieved ,"Unemployment, Dependence, Rights to Choice and Opportunity, Income/ Earning, Empowering women, providing services to the peopleES"
2015,351,NA,Namibia,NA,Namibia,NA,Namibia,NA,Namibia,,In her Shoes,Her liberty Namibia,Namibia,Namibia,0,,['Entrepreneurship & Business'],"We will built a small workshop and recruit 15 young women that will be equipped with skills to make shoes and provide them with Entrepreneurship skills. The aim of the project is to empower young women with self sustaining, innovative and income generating skills. So the grant will go towards constructing a small workshop, training the women, buying machinery and tools for the business and raw materials.","By December 2016, we would have trained 15 young women in which 5 would have been selected as managing directors for five established business branches for the shoes in different regions in Namibia. We would have started selling the shoes online/internet and supply to international markets. We should have employed between 50-60 other young women who would work at the different branches.","Many young women have difficulty finding jobs because they either do not have work experience, qualifications or skills. Therefore by equipping them with skills we help them establish their own businesses that in turn create jobs for others.  Another problem is that, many women feel hopeless by the restless effort to find jobs and this project will empower them to believe in themselves, in a way that it will develop their potential and abilities to achieve something they desire to do.1B"
2015,350,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Training women in prison to sew sanitary pads for school girls,Pad Heaven Initiative Limited,Kenya,Kenya,0,,"['Education', 'Health', 'Entrepreneurship & Business']",We will renovate a workshop and turn it into a mini industry. We will buy industrial machines for sewing. We will buy materials for the pads and packaging materials.,"1. The empowerment of women across prisons through training on tailoring skills and other life skills. 2. Access to low cost sanitary pads for women and girls._x000D_
3. Inmates will earn an income that will help them to be able to start a business or enhance themselves after completion of the prison term_x000D_
4.The vicious cycle of imprisonment among these families is stopped as it would decrease vulnerability _x000D_
5. change attitudes of the inmates by encouraging them to be changemakers. The products they make will change the lives of women across_x000D_
6.The provision of sanitary wear that will ensure that poor and vulnerable women both within and outside prison live in dignity and are free from stigma and  infections caused by use of dirty material during mensturation _x000D_
_x000D_
_x000D_
The reduction of school absenteeism of poor girls during mensturation as the re-usable pads will be distributed to such groups._x000D_
 ","Recidivism (re-offence) among prison inmates in Kenya is a major problem. Kenya prisons has a population of 86,000 inmates and reports indicate recidivism to be at 50%.  One of the main causes of recidivism is unemployment. Many inmates leaving prison are at the bottom of the pyramid and do not have much financial support to start life over againProblem 2: Statistics show that over 2.5 million schoolgirls coming from poor backgrounds cannot afford to buy commercial sanitary pads. 

An average packet containing 8 pads, which costs approximately US$1, is therefore significantly more than the daily income of many poor Kenyan parents. 

 

 tn"
2015,348,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,Apps & Girls coding clubs and Accelerator,Computer Application For Girls Foundation,Tanzania,Tanzania,0,,"['Education', 'Science & Technology', 'Entrepreneurship & Business']","Apps and Girls has been working with girls of ages 10-18 yrs in secondary schools and we have seen great impact happen having some girls start their own organisations that help people and create employment for many. We will  expand that impact to many girls  by creating coding clubs in more 10 schools where we will provide weekly coding trainings in different programs (web design, computer graphic, mobile application etc)  in dar es salaam, continue to run the existing coding clubs in the 17 schools we are already operating in. Through the coding clubs we will  conduct weekly coding trainings  entrepreneurship sessions showing the girls how they can use coding skills to build income generating products or for social causes._x000D_
We will also create a well equipped girls Tech lab where we will train more girls both in and not in school, incubate girls projects and give them a place to work from and practice since 95% of the girls we work with don't have computers.  We want to reach many girls but there is always a limitation which is computers  and internet  and space for practice since we only operate in schools with computers and computer use is limited. At the lab we will have an accelerator program in which we will recruit very passionate and bright girls below 22 years who did not get a chance to continue  with studies to higher levels of education   due to different reasons  and give them excellent coding trainings in their respective areas of interest , entrepreneurship skills plus mentorship to those starting innovations. this is to make them very equipped and competitive  developers, entrepreneurs and leaders at workplaces and in their initiatives . we  will go further and connect them with employers around the country looking for top technical talent, interns or recruit them in our software development and hardware team plus connecting them to  different business partners and sponsors for their projects._x000D_
","By December 2016 we will have trained 50 dropouts girls and 50% of the girls will get employment and remaining percent will create employment by starting businesses /organizations.  We will also train 400 girls in coding clubs of which 98% of the girls will be confident and with a positive perception of their ability to create / design for better using ICT, 20% will create employment by starting their own business/organizations and 50% will be inspired to continue will choose ICT/computer science as their career. 60% of parents and the public will be inspired to support a girl child in ICT and entrepreneurship ","There is no education for self-reliance, students study  get a job not to create jobs, looking at the current situation we don't have young people especially girls who have created employment  apart from the few we have produced from our program. This has led to many unemployed young girls and no role model to inspire them to innovate or create their own employment.  Also considering the low level of digital literacy in the country especially amongst females, because there is a lack of female TECH role models too parents don't see the value of introducing their daughters to ICT. The fact that people are not aware of the many opportunities ICT can offer especially to young girls so girls are left with one option to study and get a employed which is not guaranteed too. Not every girl in school gets a chance to complete education , many drop out due to poverty, early pregnancies or failed the national exam. most  get married,  cheap jobs like housemaids, waitresses ,early pregnancies-I"
2015,347,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,I speak,Creatives Garage,Kenya,Kenya,0,,['Education'],"I Speak is a collection of powerful African Narratives from Women disseminated through technological channels that include a podcast series, a collection of short documentaries and a published book that will feature phenomenal and inspiring women in Africa with the key objective of narrating and archiving the African Story, promoting cultural, inspiring and empowering women and young girls in Africa._x000D_
In the recent past, we have heard of the narrative of amazing women such as Mekatilili wa Menza , who led the Giriama people in a rebellion against the British Colonial Administration and policies actively in 1913 – 1914 and more recently Wangari Maathai , a Kenyan environmental and political activist. But how many more super hero women do we have in the society that go unnoticed. What of that vendor who feeds her neighbors orphaned children from her meager earnings? What of that girl who was chased away from home after she wouldn’t go through Female Genital Mutilation (FGM) but yet became a role model for those who came after her? I speak celebrates these women, I speak inspires a generation of women, I speak offers a voice for those who don’t._x000D_
_x000D_
While working with women, we realized how important it was for one to cultivate relationships into a support system. When people identify with similar challenges and problems, they instantly create a bond and support one another._x000D_
_x000D_
Over the years, the importance of women in the society has become more elaborate. Women are the glue that holds the society together. In recent times, we have seen the incline in the percentage of families supported by a single parent which in most cases is a woman._x000D_
I Speak aims to inspire and reach out to women through collecting and sharing of stories and journeys. We seek to bridge the gap and facilitate the mentorship process between women and girls through the African narrative._x000D_
_x000D_
In addition, I speak is also aimed at encouraging girls to find their voice, to be heard in the society and to engage in more active roles in a “man’s” society._x000D_
We will collect stories from Across Kenya to demonstrate the courage that women from all walks of life possess. The inspirational stories shared are intended to mentor women through their careers, motherhood and everyday lives._x000D_
• Promote cultural diversity - Culture embraces everything from your choice of what to wear to the traditions, beliefs and values of your family and community. Culture digs into the spiritual, material, intellectual and emotional features that characterize a society’s way of life. I speak seeks to share in the joys of the cultural life of in our community._x000D_
_x000D_
• Inspire a generation of women – One of the most important things we can do is to encourage and I speak provides the rare opportunity to inspire a generation of women by passing wisdom from one generation to the next._x000D_
_x000D_
• Empower and break stereotypes – The society is marred with blurred lines full of stereotypes especially when it comes to women. We hear a lot of “women can’t” or “women shouldn’t” or “it’s for boys” too often a times. It is imperative that we break these stereotypes by sharing amazing stories of women who have defied all odds to become not what the society defined for them but what they dreamt of becoming._x000D_
_x000D_
• Profile and promote African women heroes – Many stories have been told of great men in the past but sadly few write home about women. I speak seeks to promote Gender Equality and Women’s Rights by profiling and promoting great women._x000D_
_x000D_
• Archive the African Narrative – Many stories have been told about Africans in films, fiction and non-fiction novels and short stories. Now Africa rises its voice to speak of its side of the story. I speak will archive these amazing stories in digital and print formats that can be accessed for generations to come._x000D_
_x000D_
• Knowledge sharing – Our strategic approach to knowledge is discovering, collating and sharing it._x000D_
_x000D_
We propose packaging the content in several ways mentioned below._x000D_
_x000D_
1. Podcast_x000D_
_x000D_
Podcasts are known to be an effective and intimate way of sharing information._x000D_
The number of Internet users in Kenya alone rose to 26.1mil- lion in the last quarter of 2014, according to a sector report by_x000D_
the Communications Authority of Kenya (CA). This marked an increase of 4.8 million users when compared to the last quarter of 2013._x000D_
We are therefore hoping to reach a large number of audiences using I speak to encourage, empower, inspire and influence wom- en to rise up from their circumstances._x000D_
Although our primary target is Kenya, We seek to reach Africa and beyond with these stories hence the need to disseminate these stories as a podcast._x000D_
All stories collected will be easily accessible through online platforms on the Creatives Garage website and blog and will be available for downloads._x000D_
_x000D_
2. syndicated Radio show on community Radio stations_x000D_
_x000D_
We are aware that podcasts may not be able to reach that woman in the village. Thus, we have identified an outreach concept of using community radio to reach the vast majority of Kenyans who cannot access the web._x000D_
Community radio is increasingly becoming an effective medium of communication in Kenya with almost 20 community radio stations reaching to different local communities in various counties._x000D_
_x000D_
Most community radio stations seek to empower local communities through information. Getting women to share their life experiences and journeys through radio is a more interactive way to empower a broader audience where the listeners can also call in and ask questions. With the help of local translators, we shall be able to translate all the stories into languages that can be understood within various communities_x000D_
_x000D_
3. short documentaries_x000D_
_x000D_
In addition to the audio format, we plan to film short documentaries of these untold stories of inspiration. These will be accessible through various online platforms such as YouTube and also more importantly will be entered into several film festivals around the world, providing more visibility and prominence across the globe. The aim of the documentaries is to make the stories more identifiable and personal as they are shown through the eyes of the women themselves._x000D_
_x000D_
4. i speak “a collection of short stories”_x000D_
_x000D_
I speak “a collection of stories” will be a compilation of our best stories into a book. I speak will be stories and pictures of these great women. I speak will be what Chicken soup for the soul was to the world. The collection of stories will be published as an e-book that shall be available for sale around the globe. Limited print copies will also be available for sale._x000D_
_x000D_
5. illustrations_x000D_
In an attempt to reach wider demographics in terms of age, illustrated reading materials will be available for school going children between the ages of 11-18 years. The various stories will be illustrated and published as a comic book for a specific targeted market. These books can be used for educational purposes especially in sex education._x000D_
_x000D_
","•	Illustrated book with 12 themed stories for the younger audience•	Number of podcasts – 24 podcasts_x000D_
•	Published stories in a short collective – 36 stories_x000D_
•	Short documentaries – 12 short films from the I speak Series_x000D_
_x000D_
_x000D_
_x000D_
","Project goal: To inspire and reach out to women through collecting and sharing of stories and journeysObjective: to share information that will empower, uplift and educate women through Knowledge sharing



In the past, information was passed from generation to generation in form of storytelling. Every evening, children would eagerly gather at their grandmother’s ‘boma’ to listen to stories, tales and songs. However, in the strive for civilization, we have experienced cultural progression and in some cases decay that has sadly seen some traditional customs thrown out of the window.



There are many powerful stories of women that have gone untold and many triumphs unrecognized. There is a need for the African Narrative to be archived and shared. Stories by Africans to Africans and beyond.



Stories of hope, of anguish, of success, of challenges and triumph have been shared within Africa and the rest of the world.

•W"
2015,346,SG,Singapore,SG,Singapore,SG,Singapore,SG,Singapore,,Quid Pro Quo,Plenipotentiary,Singapore,Singapore,0,,['Entrepreneurship & Business'],"Quid Pro Quo aims at 1. developing a website 2. developing a mobile application 3. executing a by-invitation-only launch event for 'women at the top' with USD25,000.","By December 2015, we aim to have a finished-product of the mobile application. By first quarter of 2016, we aim to introduce this platform to over 500 women at the top, through 26 presidents of international women's associations in Singapore.","Most social enterprises focus on creating positive impact on beneficiaries at the bottom of the pyramid. Much less often do entities pay attention to the top of pyramid segment. Women at the top are increasingly lending their hands and offering their time to elevate the women and girls around them through sponsorship, mentorship and coaching support networks. While the former group of women are naturally time and energy resourceful, time and energy resources are limited. 'Quid pro quo' is a platform for those who have been helped by women at the top to give back and for those who would like to strengthen women at the top to pay it forward.TU"
2015,345,NG,Nigeria,NG,Nigeria,NG,Nigeria,NG,Nigeria,,FreshMarket,Photz Tech Inc.,Nigeria,Nigeria,0,,[''],"Employing the power of mobile technology, we are creating a mobile web platform called freshmarket.com.ng. Our platform is majorly an internet market that will help farmers to directly sell their produce to retailers and thus firmly establish the use of mobile money as a means of transaction between the two parties. In the process of marketing their products, valid bank accounts will be opened for the farmer to receive payments for the good sold on our platform and the retailers themselves will have to use e-payment platforms to buy from the farmers . This essentially gives retailers one location to purchase directly from various rural farmer and meet their volume demand. We know that most rural farmers in Nigeria are illiterates, hence our app will employ the use of USSD Codes to send and receive information from farmers. Any farmer with a 3000 Naira phone will therefore be able to use our platform which they will communicate with indirectly._x000D_
Our app will also help in proper accounting and book-keeping of farm transactions for the rural farmers to help create facility for loans and insurance for the rural farmer_x000D_
_x000D_
Also we will employ the knowledge and numbers of the National Youth Service Corps Members in each local community to help in training rural farmers with the 'how' to list, sell and receive money using their phones and use of the information such as weather information, seedlings loans information, fertilizer loans and prices and application methods information, current prices of goods,  that they will receive from our app. Organizing them in major groups at a major community centre, we will massively campaign the benefits that mobile technology presents to them._x000D_
_x000D_
","By the end of 12 months of the launching of our platform, we aim to have provide financial inclusion to over 50,000 rural farmers and aim to have raise their annual income by 500% through the provision of access to markets. ","First Problem

Rural Farmers contribute nothing less than  70% of the total National Food Supply yet they are arguably the most financially excluded group in Nigeria, and  Sub Saharan Africa as a whole. This means that a large majority of our agricultural sector producers  do not use any financial service or product to manage their finances. They transact using cash.  Most of them according to a 2012 study by EFInA, are women.



Second problem



In offering financial service to rural farmers, research has shown that offering services that facilitates debit and credit alone has not been effective, it is a combination with other key elements viz delivery of loans in the forms of seed and fertilizer directly to farmer villages, along with the provision of agriculture training, post-harvest storage support and market access facilitation, — that boost productivity and hence substantiate the aim of the financial service.

11"
2015,344,IN,India,IN,India,IN,India,IN,India,,MATRASHAKTI – a women only producer company which sells products and funds coaching and counselling to their girl child  and other children education support program,LAKSHYA for Sustainable Development Society,India,India,0,,"['Education', 'Environment & Sustainability', 'Health', 'Entrepreneurship & Business']","We will be creating entrepreneur from tribal and scheduled caste community women by forming 200 SHGs in two backward state of India i.e Chhattisgarh and Uttar Pradesh thus enabling the process of creating 2000 women shareholder who will elect 20 women board member and its managing director so the money will be directly used in the formation of 200 women self help group and training them in processing of Non Timber Forest Produce, Agriculture produce, Milk processing etc.  Second stage involve creating a software tool which will assess the educational learning ability  and assess the intelligent quotient and emotional quotient of children of members with the help of education counsellors cum coach of educational guidance support program appointed under the scheme every child will be motivated to excel in life with honing of her / his skills and strength._x000D_
",By December 2016 2000 women entrepreneurs will be supported by the program to become the proud owner of their producer company from two poorest state of India Chhattisgarh and Uttar Pradesh and their approx 4000 girl and boy child will be provided support to raise their self efficacies and coached them to hone their skill be it for sports or education.,India is a patriarchal system where women hardly get avenues in life to showcase her skills and managerial qualities and tribal and scheduled caste women stands in vulnerable and marginal communities therefore MATRASHAKTI will not only raise their income level but also make them entrepreneur and proud owner of an organization and under the  educational guidance support program their children will study their best to excel in life and get full support from the MATRASHAKTI to pursue any professional course with full coaching and guidance.E•
2015,343,CD,"Congo, the Democratic Republic of the",CD,"Congo, the Democratic Republic of the",CD,"Congo, the Democratic Republic of the",CD,"Congo, the Democratic Republic of the",,Skills training for empowerment of young girls,Humana People to People Congo (HPP-Congo),"Congo, Democratic Republic of the (Zaire)","Congo, Democratic Republic of the (Zaire)",0,,"['Education', 'Environment & Sustainability', 'Health']","With the goal of improving the living conditions for the poor population in the Democratic Republic of Congo, HPP-Congo proposes a program in the municipality of Kingabwa - located in the west part of Kinshasa - to train 50 girls in tailoring and hairdressing and 50 women in entrepreneurship. The project will be implemented in the framework of a Child Aid project started in Kingabwa in January 2012 that organizes 3000 families in 80 Family Action Groups (FAG), alongside a program funded by MDM (Médecins du Monde) to sensitize the families and in particular young girls on all aspects of sexual and reproductive health to reduce unwanted pregnancies and sexual violence and link people to clinics and hospitals.  The idea of the present program is to empower women through training so they will play a bigger role in their families by increasing the women’s capacity to generate an income and by increasing the same women’s awareness of their rights. The women will earn money and improve their economic situation, and they will funnel their profits and new skill into activities that affect their own lives, and the life of their families. _x000D_
The project will establish a center where girls and women will be trained. Besides the technical training, participants will go through a life skills program to increase their general knowledge and learn about the female body, sexual & reproductive health, HIV&AIDS, women’s rights, sexual and domestic violence, children’s rights, nutrition and healthy living. In all the training courses the women will be organized in groups of 5, so they can support each other with the tasks list and later to get started with an income generating activity._x000D_
The training courses are built on the experiences from a previous skills training program in Child Aid Kingabwa financed by Stichting Humana (now Sympany), and will include some elements from training programs at INPP, the National Institute for Vocational Training. The teachers for tailoring and hairdressing will be recruited locally, but skills training teachers from INPP will be invited to share experience with the trainers in HPP-Congo. The project will also invite teachers from ISAM (Institut Superieur des Arts et Metiers). This institute trains young women as clothes designers and is supported by a number of partners among others VLISCO – the Dutch company that produces African style clothing. _x000D_
The training will include sessions about managing a personal economy with the goal to save money, and the microcredit institution FINCA will be invited to assist the women to open bank accounts. The project will cost 25,000 $ for a period of 16 months divided in 1 month preparation, 9 months skills training, 6 months follow up of each woman after completing training._x000D_
","By end of December 2016, 50 young women have been trained in tailoring and are starting a small income generating activity, and other 50 established female entrepreneurs have increased the turnover of their small business. All 100 women have increased awareness of women’s rights and sexual and reproductive health.","The Kinshasa province of DRC is composed of 24 municipalities among which the municipality of Kingabwa that is one of the poorest of the urban area of Kinshasa and is situated in the outskirts of the city. The population is mainly involved in small-scale business.   Women in Kingabwa have low social status, despite their important role of supporting their families, and youth unemployment is one of the major challenges this community if facing. Young people have few opportunities to enter into formal employment, and most young Congolese earn money from a day-to-day basis by trading on the local markets or to work as day laborers under precarious conditions. 

The proposed program aims at supporting women by providing entrepreneurial and vocational skills training and reducing gender disparity through education recognizing that better education is one of the key preconditions for reduced poverty. HH"
2015,342,IN,India,IN,India,IN,India,IN,India,,Awakening of a Woman,The Pink Foundation,India,India,0,,"['Education', 'Health', 'Entrepreneurship & Business']","With the grant of Project Inspire, we will be able to strengthen and support atleast 70 families covering approximately 100 children. The funds will help us in sponsoring movable stalls of tea, vegetables, fruits, jewellery, household and kitchen items as per the preference of women and the acceptance of things in her desired location. The stalls will make women self sustainable and will be a helping hand in discovering their entrepreneurship and family budgeting skills. This will also break the age old myth that only a male can support a family financially._x000D_
The grant will also help in educating roadside slum children by enrolling them in a residential school where they will be offered a loving and safe environment to polish their future. 60 % will be utilized as project cost. 20% will cover operational cost and remaining 20% will cover personnel cost._x000D_
_x000D_
This grant will help us give a visible change in the society.","In the time span of one year by June 2016, with the grant of Project Inspire, we will be in a position to install 65 self named stalls for promoting women entrepreneurship. At least 50 children will be enrolled in residential schools for their education security. Lastly, 25 elder people who are discarded from their own family and society will be given a safe and a loving environment where they can flourish.","We are trying to solve the problem of women’s overall mental independence and self sustainability where in current scenario; she is not in a position to take even basic fundamental decisions on her own, especially in Indian rural and urban slums. We are trying an underprivileged woman to regain her self identity and deserving recognition of her own by making them entrepreneurs and employed. Also, the root problem of education among the children who are residing in slums is a major problem we are looking upon.WR"
