project_year,project_id,country_application,country_application_name,country_impact,country_impact_name,orig_country_application,orig_country_application_name,orig_country_impact,orig_country_impact_name,change_comment,project_name,institution,project_location_1,project_location_2,is_deleted,delete_comment,sectors,project_summary,project_details,project_details_other
2012,13,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,RURAL & SLUM COMMUNITIES IN ENVIRONMENTAL CONSERVATION FOR BETTER LIVELIHOODS PROJECT,Wakiso and kampala District,,Uganda,0,,[''],"Mama Africa International Organization (MAIO) was founded in June 2008 to unite and promote understanding and friendship. Locally, the major goal of MAIO is to encourage young girls and women to attain higher and further education. The target group include; students of secondary and tertiary institutions, teachers, Women, policy makers, parents and the community in general.",,"
Anne Frank, writer Anne Frank:
Turning a negative into a positive.
Because of my Back ground .i realise that Women Empowerment is the Source of income,girl child rights,source of happiness and prevents Early Marriages "
2012,14,IN,India,IN,India,IN,India,IN,India,,GENDER EQUALITY THROUGH MICRO CREDIT AND ENTERPRENEURSHIP  ,"45 villages of kothagudem, yellandu, palovoncha mandals in Khammam district, Andhra Pradesh state, India ",,India,0,,[''],"-To promote and inculcate the habit of savings to minimize exploitation at all levels and meet emergency situation.

-To provide a forum for collective thinking towards better financial  management.

-To create opportunities for women's access to credit.
",,"
The small tanks obtaining an uncertain supply of water from local drainage, the irrigable land constantly thrown out of cultivation and the crops reared on unfertile rocky soil make the difficulties against which the farmers strive to gain a precarious livelihood. The Khammam District has a rainfall of 757 mm. This District has only 28.3% of irrigated area with the scanty unreliable rainfall, and due to dependence on tanks and wells for irrigation the plight of the farmer is really deplorable. The Scheduled Caste and Tribal Communities live in separate hamlets isolated from the main villages, with their own community wells and little or no interaction with the higher castes, being socially excluded by tradition
1970-01-01 00:00:00"
2012,15,NG,Nigeria,NG,Nigeria,NG,Nigeria,NG,Nigeria,,4,Cross River State,,Nigeria,0,,[''],"POWER is an acronym for Partnership Opportunities for Women Empowerment Realization. It is a non-for-profit organization operated as a company limited by guarantee.



POWER seeks to bring sustainable empowerment to our community through gender equity and adding value to existing entrepreneurial â€œknow- howâ€ while filling gaps through capacity building to making Cross River State fit for a child.

Cross River State is a largely agrarian society, with a population of over 3 million people, with the women comprising 49.97% of the population. While about 72% of these women are based in the rural areas. Minimal economic empowerment has been achieved by women, even in the field of agriculture",,"
In conformity with the article 217a(111) of the December 10th 1948 of the UN General Assembly Declarations.Empowering the Girl Child is building a foundation for a better world for all. Because the beauty of any home and the success of a man is determine by a an industrious woman who is the foundation and the Man the Pillar.In a nutshell, the following are the basic factors that really attract me with a passion to support women and the girl child through enterpreneuship development.

1. Am born of Woman she is was a girl and grown to become a woman who gave birth to me, Nurtured me all through and see me through this adult age.

When a woman or the child is economically viable then the saociety will be better.

When the woman or the girl is empowered the will be absolute Participatory Goverance from all its entire Ramfication. When the woman or the Girl child is empowered and given the chance to showcase her talents with unique innovation the will be complete mutual co-existence,global developmement, transformation and projection of smal and medium scale enterprises in our world of diversity.And finally it is imperative to complement the UN-MDGs 2015, Vision2020 of the Nigerian National Planning Commission, the Affirmative Actions of the Beijing Conference 15yrs ago in China.Even in the Arabs World particularly the Kingdom of Saudi Arabia  Significant improvement has begain with the pronouncement by the King for women to begain participation in Governance.Womanhood is a citadel of peace, good food for the family, friends and well wishers, an of course the icon of hospitality universally.
1970-10-07 00:00:00"
2012,16,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,PIGGERY REARING AND MANAGEMENT PROJECT,"NAWANGO VILLAGE, BUTAWUKA PARISH, BULO S/C, BUTAMBALA DISTRICT - UGANDA",,Uganda,0,,[''],"Thw project intend to address the issue of povert among women of Nawango Village through piggery rearing. We registered as a CBO called Woen Action Against Poverty Society (WAAPS) with the intention of uniting women for social economic work. Through our insufficient funds, we have managed to start a piggery project which is running. we wish to expand our project to all the women for sufficiency.",,"
It creates employment and reduce over dependacy and the funds got can be used for paying school fees for children, buying scholastic materials and the surplus used for other ventures of benefit to the household.
1970-01-01 00:00:00"
2012,17,,,,,,,,,,MCEDO YOUTH GROUP,KENYA,,,0,,[''],The ;project will train farmer on new technology of farming and Construction 10 fish pond and horticultural crop within Rongo -pala location in Nyanza province kenya.,,"
--"
2012,18,,,,,,,,,,Project Proposal on Technical Skill Training in Bricks Production Enterprises for POOR Women Members under Rural Technology,"DESAIGANJ (WADSA) DISTRICT GADCHIROLI, IN MAHARASHTRA  STATE, INDIA.",,,0,,[''],"The present project areas and its geographical location are having

many untold socio, economic and cultural problems. The literacy rate also

very low, particularly, among the poor women. The poor women do not

have any income and decision making power related to economic matters.

They do not have any viable skill and their capacity to manage is also very

poor.

      They are in great need of improved economical betterment and they

need skill training to start any suitable economic activities. Hence in order

to generate their income on a sustainable basis, they need skill training

and micro credit support. This project is aimed at tie up with the local

bank for the micro credit and skill training needs would be fulfilled through

this project.

       Moreover, the state government is implementing massive schemes

on providing hous",,"
--"
2012,19,NG,Nigeria,NG,Nigeria,NG,Nigeria,NG,Nigeria,,Entrepreneurial skills development and empowerment for poor women and girls  ,Five communities in Northern Nigeria,,Nigeria,0,,[''],"Acquireskills Organization, a women led organization and focusing on poor women and girls is non-governmental and non-religious set out to building the capacity of poor women and girls through skills acquisition (entrepreneurship) and micro -credit programmes. The organization is registered with Kwali Area Council in Nigeria and has up to 100 poor women and girls benefiting from its programme. ",,"
Women and girls constitute a very large chunk of the population but remain disadvantaged or vulnerable. They are always at the receiving end when it comes to incidence of poverty, gender based violence, early marriage, low enrollment at school,  and genital mutilation. As such, I cannot only be an advocate of women's rights but must always support their empowerment through entrepreneurship.
1985-04-17 00:00:00"
2012,20,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,Empowering  postive living women economically,kasese district western part of uganda kisinga and kyarumba sub counties,,Uganda,0,,[''],"The Project aims at empowering women financially by starting for the credit and savings scheme. Here they will be borrowing the money and put it in their small businesses which will help them to get some profits and they them to provide the basic needs of their families,also women will be trained in business management so that they acquire the skills of handling their small businesses  ",,"
Women and girls have used as ladders by their husbands just because they do not earn any money to provide basic needs  t  and they have been engaged in commerce sex  in order to earn a living . so if they are empowered through entrepreneurship they will be to start their small businesses that will help them to over the problem of dependency. 
1970-01-01 00:00:00"
2012,21,PK,Pakistan,PK,Pakistan,PK,Pakistan,PK,Pakistan,,Securing Women from domestic and mass violence by providing them safe homes,Federally Administered Tribal Areas and feudal areas of Pakistan.,,Pakistan,0,,[''],"We would develop safe homes for distressed and affected women who have been victimised,tortured,raped,sold or been subjugated to violence,atrocity of any kind.We will provide them with social security in the form of Food,Shelter and above all skills for their future to be secured.We would take every measure to save and salvage them from the clutches of the evil.",,"
The only way forward in my opinion is economic empowerment through entreprenuership.Since Women if they are self sufficient monetarily there is every likelihood that they will be less suseptable to violence and exploitation at the hands of society.
1970-01-01 00:00:00"
2012,22,PG,Papua New Guinea,PG,Papua New Guinea,PG,Papua New Guinea,PG,Papua New Guinea,,Poultry Projects,Papua New Guinea,,Papua New Guinea,0,,[''],A new chicken project has been established in the capital city of Papua new Guinea and it is our aim to assist women to assist them to have poultry projects to meet the requirements of this factory .The women have been looking after chicken to sell as individuals to sustain themselves and it is now looking at empowering women to meet demands by increasing the production to meet a higher market.,,"
Beacuse Iam a trainer in advancing gender equality and comming from a male dominated country where men are the head of everything I want to cause changes so women can stand on thier own and do something to change themselves,thier family,community and thier country.
1970-01-01 00:00:00"
2012,23,SO,Somalia,SO,Somalia,SO,Somalia,SO,Somalia,,HUMANRIGHTS OF SOAMLILAND,SOMALIA,,Somalia,0,,[''],THE PROJECT PROPOSAL IS ATTACHMNET IN HERE AND WE ARE AMEK WORSHOP HOW PEOPLE  FROM WOMEN IS UNDERTOOD WELL BECOME ADMINSTRATION OF SOMALILAND,,"
Biland Awdal Organization is parts is partner UN FOR WOMEN and we are wait project this years
1970-01-01 00:00:00"
